text,category
Can I use my card at an ATM?,atm_support
What's the youngest I can be to open an account?,age_limit
"I am dissatisfied, I would like to close my account.",terminate_account
Why can't I get my top up to work in Apple Pay?,apple_pay_or_google_pay
I am being charged the wrong amount on my card.,card_payment_wrong_exchange_rate
"My card payment has been declined, why?",declined_card_payment
HOW LONG THE CARD VALIDITY,card_not_working
"While getting cash, I was charged a fee.",cash_withdrawal_charge
Someone has been using my card. There are unfamiliar transactions on there. Can you freeze the card to keep this from happening?,compromised_card
What do you require to verify someone's identity?,verify_my_identity
what is this charge i didnt do it what can i do,direct_debit_payment_not_recognised
How do I link a new card in the app?,card_linking
"Hi,  I have transferred money but beneficiary's account is credited with less amount. Now i have transfer the difference of the amount. I think there is some issue, could you please look into this.",transfer_fee_charged
Am I charged for receiving money?,top_up_by_bank_transfer_charge
Can I top-up via Apple Pay?,apple_pay_or_google_pay
The machine didn't work earlier when I went to get money out and now my account says transaction in progress.Why?,pending_cash_withdrawal
Is there a top-up limit?,top_up_limits
What is your opinion on the exchange rate?,exchange_rate
"Hello, I'm a brand new customer and tried topping up for the first time today. It has been pending for half an hour and doesn't seem to be working. Please resolve this.",pending_top_up
"extra fees on a cash withdrawal, not cool.",cash_withdrawal_charge
My funds must be verified,verify_source_of_funds
I can't get into the app with the passcode.,passcode_forgotten
I cannot get my google pay to work.,apple_pay_or_google_pay
Why does my statement show various transaction times?,transaction_charged_twice
I have a disposable card but it does not work?,virtual_card_not_working
Can I use my virtual card to complete transactions for memberships?,virtual_card_not_working
"My cash withdrawal says pending, why?",pending_cash_withdrawal
Is it on purpose that my payment has been returned to my account?,reverted_card_payment?
Can I change my address?,edit_personal_details
"My PIN can't access my card, can you help?.",pin_blocked
How can I access my account when I have lost my phone?,lost_or_stolen_phone
Is this app capable of exchanging currencies?,exchange_via_app
What is minimum age for an account?,age_limit
I see a direct debit payment on my app that I did not do,direct_debit_payment_not_recognised
"My wallet isn't showing my top-up, did I do something wrong?",topping_up_by_card
I tried to buy something online yesterday and was told declined. I got the same error today after trying again. What is the problem?,declined_transfer
Tell me if there is a limit to top-up.,top_up_limits
"I was trying to make a transfer and got an error message telling me it was not possible to make the transfer. This has never happened before, what happened?",beneficiary_not_allowed
The atm wouldn't give out cash,declined_cash_withdrawal
I am having a problem proving who I am,unable_to_verify_identity
Why is my payment declined? It looked like everything worked ok and my account was fine.,declined_card_payment
I have forgotten my passcode,passcode_forgotten
there is a transfer pending.,pending_transfer
How do I troubleshoot when contactless doesn't work?,contactless_not_working
Please tell me how I verify my identity.,verify_my_identity
I don't understand why there is an extra €1 fee in my statement.,extra_charge_on_statement
I found a direct debit I would like to dispute,direct_debit_payment_not_recognised
How many times can I make a top-up?,top_up_limits
Why was my exchange rate a different amount than usual?,card_payment_wrong_exchange_rate
I don't know what this Direct Debit payment is.,direct_debit_payment_not_recognised
"how to delete account, not happy",terminate_account
Please tell me where I can update my details since I moved.,edit_personal_details
I need to cancel a transfer I made.,cancel_transfer
Why is my 'top up' not showing up in my wallet?,topping_up_by_card
When I was drunk I got my card stuck in your machine because i mis-typed my PIN. What do I need to do to get it restored?,pin_blocked
How do I troubleshoot my contactless?,contactless_not_working
I must change my PIN as soon as possible.,change_pin
Can I exchange USD and GBP from the app?,exchange_via_app
Is there a reason why there is an extra £1 charge on my account?,extra_charge_on_statement
Can you accept my other card from the U.S.?  It is the only other one I have.,supported_cards_and_currencies
What happens if my card expires?,card_about_to_expire
I got a new address and need to change my old one.,edit_personal_details
How much does it cost to make transfers?,top_up_by_bank_transfer_charge
My contactless stopped working today for no good reason. It's not working no matter where I try to use it. Can you please help me fix it?,contactless_not_working
How do I go about getting an actual card?,order_physical_card
how to get new card?,contactless_not_working
Can I keep using my card after it expires?,card_about_to_expire
I am unaware of what my password is.,passcode_forgotten
I just moved. How do I give you my new address?,edit_personal_details
What are the fees associated with top up via transfer?,top_up_by_bank_transfer_charge
What documents do I need to get together to verify my identity?,verify_my_identity
can you assist me in activating my card?,activate_my_card
is it possible to get a refund for something I purchased?,request_refund
What is the maximum top up?,top_up_limits
I have been charged twice for the same thing!,transaction_charged_twice
Is there an issue with my account?  I don't see a cheque deposit that I made yesterday.  Please assist.,balance_not_updated_after_cheque_or_cash_deposit
"Hello, my transfers are getting failed continuously, in spite of the fact that all the recipient details are correct. Please advise.",declined_transfer
You've incorrectly calculated the exchange rate for my cash withdrawal,wrong_exchange_rate_for_cash_withdrawal
What does top-up verification do?,verify_top_up
Is the card welcomed by everybody?,card_acceptance
What if I type in the wrong PIN too many times?,pin_blocked
"How long is a top up supposed to be pending, because an hour is too long! Can you fix this to go through?",pending_top_up
"I made a transfer and the receiver said an amount was received, but less than the right amount. I now have to transfer more to get the remainder to the receiver. Can you tell me about this. What's been going on?",transfer_fee_charged
Help! I've forgot my app passcode!,passcode_forgotten
Contactless payments need to be enabled for my card.,contactless_not_working
I don't see the transaction I made to a friend on my account.,transfer_not_received_by_recipient
What does the bank charge for lost or stolen card replacements?,order_physical_card
I got less cash at the ATM than I asked for. Why?,wrong_amount_of_cash_received
Where is an ATM?,atm_support
I made a cash deposit going to my account but it is not there,balance_not_updated_after_cheque_or_cash_deposit
Where is my cash deposit in my balance?,balance_not_updated_after_cheque_or_cash_deposit
am suspicious of my card's security,compromised_card
Will I receive all the money sent to my account by SEPA transfer?,top_up_by_bank_transfer_charge
What ATMs will allow me to change my PIN?,change_pin
Why is my transfer stuck on pending?,pending_transfer
My payment shows that it is pending will I be charged more money?,pending_transfer
How do I change my pin while traveling?,change_pin
I believe there is a mistake because a payment I didn't make shows in my app.,card_payment_not_recognised
My card stopped working after multiple transactions. Why?,card_not_working
If I don't have much money in the account can I auto top-up?,automatic_top_up
What do I do to verify my source of funds?,verify_source_of_funds
How long should I have to wait before I see the transfer in my account?,transfer_timing
are you sending me my card?,card_delivery_estimate
What do I do if someone used my card without my permission?,compromised_card
My card is missing!  Help!,lost_or_stolen_card
You accepts my card?,card_acceptance
"I'm having an issue with transaction. I topped up my account and saw it went through, but that was a few days ago and the money isn't in my account any more. What's up with that?",top_up_reverted
Are there a certain amount of transactions i can do with one disposable card?,disposable_card_limits
I don't live in the UK. Can I still get a card?,country_support
A seller is stating that they haven't received money yet when the money has already deducted from my account.,reverted_card_payment?
2 weeks ago I ordered my new card.  It isn't here.  What should I do?,card_arrival
Can I get an actual card,order_physical_card
Estimated time arrival for transfers?,transfer_timing
"top up google pay, is it possible?",apple_pay_or_google_pay
I would like to receive my salary in a different currency. How does that work?,receiving_money
I ordered a virtual card but it hasn't come through yet,getting_virtual_card
Which fiat currencies are supported?,fiat_currency_support
Why was I charged an additional $1?,extra_charge_on_statement
How do I get unblocked?,pin_blocked
What steps do I take to unblock my PIN?,pin_blocked
"When I look at my statement there is an extra fee, that is for what?",extra_charge_on_statement
Where can I withdraw money from?,atm_support
"Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system.",top_up_reverted
I have a card payment which shows as pending,pending_card_payment
What are the top up fees for using an European bank card?,top_up_by_card_charge
When I exchanged currencies the value of my money changed.,wrong_exchange_rate_for_cash_withdrawal
"Hello, I noticed there is a payment from my card to a business that I am not familiar with. I definitely did not make this payment.",card_payment_not_recognised
Am I gonna be charged for sending out more cards?,getting_spare_card
Is there a list of ATMs that take this card?,atm_support
I topped up my account but the money isn't there now.,topping_up_by_card
"There's a €1 fee on my statement, why?",extra_charge_on_statement
I entered a typo when I was transferring money and now I've sent it to an incorrect account.  This is so bad!  I need it cancelled now.,cancel_transfer
I wasn't able to withdraw money at an ATM,declined_cash_withdrawal
"I made a transfer and the receiver did not get the right amount its lesser than what it should be,Now I have to transfer more money to make up for the missing amount . Can you please help me about this, what should be done",transfer_fee_charged
If I want to select a new PIN what do I do?,change_pin
"I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got.",pending_cash_withdrawal
What would cause a transfer failure?,failed_transfer
Why is my identification required?,why_verify_identity
How can I make my card show up in the app?,card_linking
why was a extra fee added to my account for transfer ?,transfer_fee_charged
Where can I get your exchange rates from?,exchange_rate
What information do I need to gather in order to activate my card?,activate_my_card
"I just looked at my app and it seems I was charged extra, why is that?",extra_charge_on_statement
Which merchants accept my card?,card_acceptance
I made a purchase and was charged at the wrong foreign exchange rate.,card_payment_wrong_exchange_rate
Where is the nearest Mastercard ATM?,atm_support
I cannot get my virtual card to function.,virtual_card_not_working
How can I change my old pin to a new one?,change_pin
Why did I get declined during a transfer?,declined_transfer
I live in Germany. Is that one of the countries you are in? What other countries are you in?,country_support
I would like to know how my friend would be able to send me money,receiving_money
What are the disposable card limits?,disposable_card_limits
Why wont the ATM give me cash?,declined_cash_withdrawal
Where is the closest ATM I can use?,atm_support
why have I got a pending transfer? I'm confused!!,pending_transfer
I have lost my phone.,lost_or_stolen_phone
My card hasn't shown up yet.,card_arrival
Why do you have an identity check?,why_verify_identity
can i top up with check?,top_up_by_cash_or_cheque
I need to get hold of a physical card?,order_physical_card
The bank charged me fees for withdrawing cash!,cash_withdrawal_charge
Can an apple watch be used to tup-up?,apple_pay_or_google_pay
Can I add money automatically to my account while traveling?,automatic_top_up
I made a transfer and the person I transferred the money to didn't receive the right amount? Why did this happen and how do I get the rest of the money to them?,transfer_fee_charged
"I was overcharged at an ATM while on vacation. I needed cash so I had to use it, but your charges are outregous and I wish I would have known beforehand.",wrong_exchange_rate_for_cash_withdrawal
How do I perform identity checks?,verify_my_identity
How can I top up with Google play?,apple_pay_or_google_pay
Why hasn't my withdrawal shown on my statement?,pending_cash_withdrawal
I made a transfer from France two days ago now but there hasn't made it there yet. Do international transfers take longer?,balance_not_updated_after_bank_transfer
I saw that my transfer was declined.,declined_transfer
Why doesn't the person I sent money to see that transfer yet?,transfer_not_received_by_recipient
are transfers to a beneficiary possible,beneficiary_not_allowed
"I initiated a payment a while ago and it is still showing as ""pending"", how long will it take to clear?",pending_card_payment
Why did it cost money to transfer funds?,transfer_fee_charged
I didn't enjoy my tutor session and want a refund back. How do I go about doing this?,request_refund
"My identity isn't being accepted, what should I do?",unable_to_verify_identity
A false direct debit payment is showing in my app,direct_debit_payment_not_recognised
Help me unblock my PIN.,pin_blocked
This stupid system is not letting me prove my identity.,unable_to_verify_identity
I entered the correct pin but I still couldnt get funds.,declined_cash_withdrawal
What is the purpose of requiring my identification?,why_verify_identity
I found the exchange rate for my cash withdrawal is wrong,wrong_exchange_rate_for_cash_withdrawal
How long do transfers take to go though,balance_not_updated_after_bank_transfer
"For the identity check, do I need any kind of documentation?",verify_my_identity
What is the charge for using a Top up card in the US?,top_up_by_card_charge
Is there anywhere I can't use my card?,card_acceptance
When will I get my money? It's been too long.,transfer_not_received_by_recipient
I noticed a different charge while I was taking my money out.,cash_withdrawal_charge
"The transfer finally worked, but how long does it stay pending?",pending_transfer
Is there any type of fee for currency exchange?,exchange_charge
Is this open to residents of all countries?,country_support
I made an online purchase and the order has not shown up. Give me my money back.,request_refund
Can you please assist me in completing a transfer? I'm trying and I keep getting an error. I'm trying to purchase a flat and pay the initial mortgage payment. All I keep getting is an error. Can you find out what's happening here?,failed_transfer
Can you give me a virtual card?,getting_virtual_card
"My card is stuck inside the ATM, what am I supposed to do?",card_swallowed
Am I able to do a SWIFT transfer?,top_up_by_bank_transfer_charge
Do you have a list of businesses that accept this card?,card_acceptance
What cash stations take this card?,atm_support
Would reinstalling the app solve the problem?,contactless_not_working
What is the foreign exchange rate you will apply?,exchange_rate
"I have been waiting for my transfer, shouldn't it be here already?",transfer_timing
Who do I make a check out to if I want to top off my account?,top_up_by_cash_or_cheque
I was unable to transfer money to a beneficiary.,beneficiary_not_allowed
Which flat currencies do you support for holding and exchange?,fiat_currency_support
Can I have my money refunded for an item,request_refund
"I transferred money, but I think I've been charged a fee for it?",transfer_fee_charged
How do I report possible fraudulent activity on my account?,compromised_card
Why does it cost more to pay with my card?,card_payment_fee_charged
Do you take SWIFT transfers?,top_up_by_bank_transfer_charge
I need Australian dollars instead of UK currency.,exchange_via_app
Why do i have to verify my top-up card?,verify_top_up
Is it possible to reactivate the card I thought I lost but found this morning in my jacket?,card_linking
I attempted to enter my pin to many times.,pin_blocked
How long will a transfer from the US take?,transfer_timing
I got charged a fee that shouldn't be there from my cash,cash_withdrawal_charge
I bought something in another country but the exchange rate is wrong,card_payment_wrong_exchange_rate
You provide support in what countries?,country_support
My contactless payments don't work.,contactless_not_working
Why have I been charged twice?,transaction_charged_twice
Which ATM's am i able to change my PIN?,change_pin
I don't see my top up in my wallet.,topping_up_by_card
What are the steps to get my card back that was kept by the ATM?,card_swallowed
My cash deposit isn't in my account. What happened?,balance_not_updated_after_cheque_or_cash_deposit
I wanna revert a transaction i did this morning.,cancel_transfer
How can I exchange currencies in the app?,exchange_via_app
How do I get my refund back?,request_refund
"I am blocked now because I entered the wrong pin, need help.",pin_blocked
i noticed that the funds were returned to my bank account. What happened?,top_up_reverted
What is the max amount of disposable cards I'm allowed.,disposable_card_limits
My physical card is not working,card_not_working
How do you decide what your exchange rates are?,exchange_rate
Where is my virtual card located?,getting_virtual_card
Why are the payments being declined on my new card?  I tried several times to use my new card to pay for my gas at the Shell station in my neighborhood.  I am very distressed about my new card not working.,declined_card_payment
Seems like my top-up has not gone through,pending_top_up
Why was I charged a fee to transfer money?,transfer_fee_charged
Why was my virtual card rejected?,virtual_card_not_working
What steps do I have to take to change my PIN?,change_pin
My refund isn't showing up,Refund_not_showing_up
The top-up verification code is not visible.,verify_top_up
What are all of the different steps for identity checks?,verify_my_identity
My account shows I made a debit payment to someone that I can't recall and would like to find out who the payment was made to.,direct_debit_payment_not_recognised
How do I exchange USD to GBP?,exchange_via_app
Can you change my currency to EUR?,fiat_currency_support
How many different currencies can I have my money in?,fiat_currency_support
When will I get my card shipped to me?,card_delivery_estimate
I saw a fee on my app from one of my payments and I wasn't sure where it came from. Is there a way you can tell me when there's an additional fee for my payments?,card_payment_fee_charged
Why isn't my google top-up pay working?,apple_pay_or_google_pay
My card payment has not been withdrawn from my account,reverted_card_payment?
How do I find the PIN?,get_physical_card
I want to transfer some money from my other bank account into this one.,transfer_into_account
Someone used my card without my permission.,compromised_card
Can I have more than one card?,getting_spare_card
Why haven't I gotten a virtual card yet?,getting_virtual_card
Please help me regarding a direct debit in the app that I don't recognize.,direct_debit_payment_not_recognised
I shouldn't be charged any fee for transferring .,transfer_fee_charged
What if my top up is reverted?,top_up_reverted
"I tried to make a withdrawal from the ATM, but it was cancelled.",declined_cash_withdrawal
What is the price for an additional card?,getting_spare_card
How can i get a refund for something i just bought?,request_refund
Where can I use a disposable card?,disposable_card_limits
What are the requirements to verify my identity?,verify_my_identity
"I got my American Express in Apple Pay, why is top up not working correctly?",apple_pay_or_google_pay
I wanted $100 but only got $20,wrong_amount_of_cash_received
My app is showing a cash balance that I did not receive.,cash_withdrawal_not_recognised
I did not get enough cash,wrong_amount_of_cash_received
What is needed for my daughter to open an account?,age_limit
I need to cancel my recent transfer quickly since I made a mistake. Please help before it goes through.,cancel_transfer
I can't find the PIN.,get_physical_card
I've tried completing a very standard transfer and have already attempted it 5 times. What's going on here? Is there a problem with your system?,failed_transfer
Why has my top-up been returned to my account?,top_up_reverted
Why isn't my id verified?,unable_to_verify_identity
I need help from someone in your department with finding my nearest ATM.,atm_support
I still haven't gotten my new card.  When will it get here?,card_arrival
Will I know which exchange rate I will get?,exchange_rate
What currencies can I exchange?,fiat_currency_support
If I can't choose my card type will I be able to use it everywhere?,visa_or_mastercard
"I may no longer need GBP, but instead I will need AUD, how can I go about making this change?",exchange_via_app
I believe my top up was reverted.,top_up_reverted
Exchange rate on a purchase was incorrect,card_payment_wrong_exchange_rate
Why is my card payment cancelled?,reverted_card_payment?
"Help, your app is showing a larger WD than I actually did earlier at an ATM.",wrong_amount_of_cash_received
Will my card be here soon?,card_delivery_estimate
Can I top-up any amount I wish on any given day?,top_up_limits
Will you charge me for exchanging foreign currencies?,exchange_charge
I cannot get my card out of the ATM.,card_swallowed
My virtual car is not working.,virtual_card_not_working
I found my old card. Can I link it back into the app?,card_linking
Can I get a refund on an item?,request_refund
How long will delivery to the US take?,card_delivery_estimate
Can I quickly send a transfer from China?  How long will it take?,transfer_timing
I am having trouble with the app recognizing me.,unable_to_verify_identity
Is there a fee for topping off by transfer?,top_up_by_bank_transfer_charge
How to access my virtual card,getting_virtual_card
What should I do if someone else used my card?,compromised_card
I deposited a check yesterday and im not seeing it posted yet in my account. why is that? can you look into it?,balance_not_updated_after_cheque_or_cash_deposit
Since I just got married I need to change my name.,edit_personal_details
"help, lost my card",lost_or_stolen_card
I think someone else is using my card.,compromised_card
Would I need to pay extra for currency exchanges?,exchange_charge
I have to quickly transfer something to China. How long will it take to arrive there?,transfer_timing
Can I Transfer from SWIFT?,top_up_by_bank_transfer_charge
One of my transactions needs to be canceled.,cancel_transfer
How can I get a card sent to China?,card_about_to_expire
What should I do if I see a withdrawal is pending?,pending_cash_withdrawal
I need to transfer money to my account from another bank,transfer_into_account
Why am i being charged for withdrawing cash funds?,cash_withdrawal_charge
"When will I get a new card when I order it, and how much will it cost.",card_about_to_expire
Help! When will the card arrive at my home?,card_delivery_estimate
Why do you keep declining my payment? I tried several times already with this card and it is just not working.,declined_card_payment
I need my card to be delivered fast,card_delivery_estimate
Do you charge for making a withdrawal? I took some money out of my account earlier and I was charged for this.,cash_withdrawal_charge
I can't verify my ID. Why?,unable_to_verify_identity
Do you charge if I use a European bank card for top up?,top_up_by_card_charge
What's the reason my new card hasn't come?,card_arrival
What payment methods are used to top up?,supported_cards_and_currencies
Can I exchange currencies with the app?,exchange_via_app
Why does my top-up get cancelled?,top_up_reverted
Do I have a say when it's delivered?,card_delivery_estimate
What are the reasons for a declined transfer?,declined_transfer
"I haven't received my transfer funds yet, where are they?",pending_transfer
Is it possible to top up using a cheque?,top_up_by_cash_or_cheque
Why is there a fee for using my card?,card_payment_fee_charged
On what do you base your exchange rates?,exchange_rate
I have to verify my identity. What do I need to do?,verify_my_identity
I messed up a transfer and need to reverse it.,cancel_transfer
The ATM wouldn't let me withdraw cash.,declined_cash_withdrawal
"I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this?",lost_or_stolen_card
Supported countries,country_support
How can I get a virtual card for a one-time transaction?,get_disposable_virtual_card
What is identity check?,why_verify_identity
Where can I get my card PIN?,get_physical_card
How can I exchange USD and GBP in the app?,exchange_via_app
"When my card expires soon, how fast is the replacement card sent and what are the costs?",card_about_to_expire
I tried entering my passcode and it isn't working. Can you help?,passcode_forgotten
The card PIN?,get_physical_card
Where do I find the auto top up option?,automatic_top_up
I have a problem with a transfer. It didn't work. Can you tell me why?,declined_transfer
can I use it all over the world?,country_support
"I had everything lined up to make a transfer, and then it rejected it.",declined_transfer
I do not have my pin yet,get_physical_card
What is minimum age for an account?,age_limit
I would like to have a physical card to carry around and use. How can I get one?,order_physical_card
I'm confused. My contactless is suddenly not working anywhere that I try to use it. How do I fix it?,contactless_not_working
I was unable to transfer money from my account.,failed_transfer
How do I receive money from someone?,receiving_money
How do I switch to a different currency?,exchange_via_app
My purchases from this morning are showing up as payment pending. Can you tell me why?,pending_card_payment
What fiat currencies are supported?,fiat_currency_support
I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back.,transaction_charged_twice
Could I get tracking on the card?,card_arrival
Tell me how to delete my account.,terminate_account
Do physical cards cost money?,order_physical_card
There is a debit transaction on my statement that I did not make,direct_debit_payment_not_recognised
"If you are waiting for verification, it can take 10 minutes to 60 minutes to get results.You will hear from us once we have it.  Please make sure your images are clear and photos of documents are readable. you have to be at least 18 years old and live withing the Economic Area of Europe or in Switzerland in order to open an account.",unable_to_verify_identity
"Show me how to link the new card,",card_linking
are there any exchange fees,exchange_charge
How do I go about getting a refund?,request_refund
Can I do more than 10 transactions with a disposable card?,disposable_card_limits
How much can I top up on my card?,top_up_limits
How do I make sure my transfer isn't goin to an unsupported merchant?,declined_transfer
Is it free to exchange currency?,exchange_charge
Do i need to verify my top up?,verify_top_up
Can i cancel this purchase?,request_refund
I need a disposable virtual card. Please tell me how to order one.,get_disposable_virtual_card
Do you have a list of cards and currencies you support?,supported_cards_and_currencies
Can I change my PIN without going to a bank?,change_pin
What currencies and cards do you support?,supported_cards_and_currencies
I require verification of my source of funds.,verify_source_of_funds
Why did I get charged more for using my card?,card_payment_fee_charged
How can I check to see where my funds come from?,verify_source_of_funds
I accidentally left my phone at the hotel so now I'm not able to use the app.,lost_or_stolen_phone
Any charges applicable for new card?,contactless_not_working
"My card arrived but I need to make it work in the app, how do I do that?",card_linking
I left my phone at the hotel.,lost_or_stolen_phone
I want to get a Visa,visa_or_mastercard
This transfer incurred a fee that I don't think is right.,transfer_fee_charged
Will I be able to track the card that was sent to me?,card_arrival
"Changed details is essential, what steps do I take to do so?",edit_personal_details
I believe my exchange rate is incorrect,wrong_exchange_rate_for_cash_withdrawal
Can I activate my card?,activate_my_card
I have a payment that is still pending,pending_card_payment
"The ATM would not give me cash,why?",declined_cash_withdrawal
How do I add money to my card?,topping_up_by_card
"I'm trying to verify my top-up card, but I can't find the code...?",verify_top_up
Why can't the person I sent the money transfer to see it?,transfer_not_received_by_recipient
I would like to know what the restrictions are for the disposable cards.,disposable_card_limits
Why verify the top-ups?,verify_top_up
Are the delivery days flexible?  My schedule only allows me to be a available on specific dates.,card_delivery_estimate
What is the exchange looking like?,exchange_rate
how to exchange currencies,exchange_via_app
It can take between 10 minutes to an hour before you hear back from us about the verification result.  Please try again if your verification fails.  Make sure you double check that images are clear and all document photos are readable without blur or glare. You have to be 18 or older and live in the European Economic area or live in Switzerland to be able to open an account.,unable_to_verify_identity
Will I get Visa or MasterCard?,visa_or_mastercard
I purchased this item and would like a refund,request_refund
Why was I charged for withdrawing cash?,cash_withdrawal_charge
Can I do a SWIFT transfer?,top_up_by_bank_transfer_charge
My cash withdrawl has the wrong rate of exchange.,wrong_exchange_rate_for_cash_withdrawal
I am required to make several disposable cards every day.,disposable_card_limits
I lost my card. Can you help me?,lost_or_stolen_card
Is there a charge for cash withdrawals? I always thought it was free.,cash_withdrawal_charge
Why was I charged an extra fee when paying with card?,card_payment_fee_charged
I paid with card and was charged a fee that shouldn't be there!,card_payment_fee_charged
The contactless payments are not working.,contactless_not_working
What am I going to need in order to activate my card?,activate_my_card
How can I go about ordering a virtual card?,getting_virtual_card
How can I request cash back? The ATM just gave me a different amount than what I've been actually charged though...,wrong_amount_of_cash_received
An ATM machine didn't give me back my card.,card_swallowed
how do i get a new card,order_physical_card
I couldn't pay with card in a shop,declined_card_payment
I want to replace my current PIN.,change_pin
Do you offer any discounts for someone who exchanges currencies frequently?,exchange_charge
My card data has been exposed.,compromised_card
"I couldn't transfer money to my bank, why not?",beneficiary_not_allowed
I'm not sure where this charge came from.,card_payment_not_recognised
"Please help, the atm swallowed my card, what do I do?",card_swallowed
Why can't I transfer money to a beneficiary,beneficiary_not_allowed
Can I have more physical cards?,getting_spare_card
Can you provide information for freezing my card immediately?,lost_or_stolen_card
"Can you point me in the right direction of where to go to roder a disposable virtual card, I can't seem to find it.",get_disposable_virtual_card
Can my 8 year old grandson open an account at the bank?,age_limit
There's a possibility that my card was compromised.,compromised_card
How does a disposable virtual card work?,get_disposable_virtual_card
How long do transfers take? I sent money to a friend who needs it urgently. It's been hours and has not gone through.,transfer_not_received_by_recipient
I tried to top up my account and it didn't work,top_up_failed
My refund has not shown up on my statement.,Refund_not_showing_up
how long does it take for a transfer from Europe to go through?,transfer_timing
What do you charge for an exchange fee?,exchange_charge
Can I use this app to exchange currencies?,exchange_via_app
"Suddenly, my card won't work.",card_not_working
What are the steps for my friend to send me money?,receiving_money
What is the identity verification process?,verify_my_identity
Why was I charged extra using my card?,card_payment_fee_charged
Why is the fee for taking money out so high?  I feel I was overcharged and I would have never used this ATM if I would have known ahead of time.,wrong_exchange_rate_for_cash_withdrawal
"My card has an expiration date, will you send a new one automatically?",card_about_to_expire
"I think something went wrong, I didn't get the right amount.",wrong_amount_of_cash_received
Why is my transfer not showing,balance_not_updated_after_bank_transfer
Why does top-up require verification?,verify_top_up
Can cards be delivered? Where?,order_physical_card
I've been trying to make a transfer and it doesn't seem to be working. (5 times) What is wrong with your system?,failed_transfer
I wasn't allowed to transfer to my account,beneficiary_not_allowed
Do I get a card to keep in my wallet?,order_physical_card
Can you tell me how to get my card on the app?,card_linking
I have an incorrect charge and would like a refund.,request_refund
Do I have to pay for a physical card?,order_physical_card
Can I link my card I previously received?,card_linking
Who can request disposable cards?,disposable_card_limits
how do you get exchange rates,exchange_rate
I'd prefer to use my American Express when putting funds into my account.,supported_cards_and_currencies
Why was i charged for making a withdrawal? After i went grocery shopping i withdrew some money from my account and now there is another charge.,cash_withdrawal_charge
What information am I going to have to have in order to do a transfer with my card?,topping_up_by_card
What do I do if I find a debit charge that I know I didn't do in my billing statement?,direct_debit_payment_not_recognised
Should my top-up be completed by now?,pending_top_up
"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?",card_payment_wrong_exchange_rate
My product hasn't arrived even though I ordered it a while ago. I want a refund!,request_refund
I accidentally made a payment to a wrong account. What should I do?,cancel_transfer
Can you tell me more info about virtual disposable cards?,get_disposable_virtual_card
What do I do if a transaction shows up twice?,transaction_charged_twice
How long does it typically take for a pending ATM withdrawal to clear?,pending_cash_withdrawal
Do I have a Visa card as an option?,visa_or_mastercard
The balance hasn't changed yet after depositing a cheque with some money.,balance_not_updated_after_cheque_or_cash_deposit
What countries are you issuing cards for?,country_support
What do I do if my phone was stolen?,lost_or_stolen_phone
Where are cards available to order?,order_physical_card
Where are the ATMs that accept this card?,atm_support
Why won't my virtual card work?,virtual_card_not_working
How do I add a card on to the app?,card_linking
What is the maximum times I can auto top-up?,automatic_top_up
If I top up using a European card is there a charge?,top_up_by_card_charge
I would like to alter my personal details.,edit_personal_details
how to get new card after atm eats it,card_swallowed
Mastercard is my preferred company.,visa_or_mastercard
Why wasn't my contactless accepted at the metro?,contactless_not_working
I'm on vacation in Europe but I desperately need to change my PIN. Can I do this from abroad?,change_pin
"What currencies can I not hold many in, if so what are they?",fiat_currency_support
Someone took my card without my permission.,lost_or_stolen_card
I think someone is using my card without my permission!,compromised_card
Could you assist me in finding my lost card?,lost_or_stolen_card
I tried to do a transfer and it's saying it declined.,declined_transfer
I want to top up by card,topping_up_by_card
unhappy with service need to delete account,terminate_account
I mistook my pin and now I am locked.  Can you unlock me?,pin_blocked
Why didn't I receive the correct exchange rate for an item that I purchased?,card_payment_wrong_exchange_rate
I need to know what your exchange rates are.,exchange_rate
Can I use a cheque to top up my account,top_up_by_cash_or_cheque
"Hello, is there any way to double check my card? I have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined.",declined_cash_withdrawal
Will I have to wait much longer for my new card to arrive?,card_arrival
When I tried to pay in a store my card din't work,declined_card_payment
"How long does it take to transfer from china? Is there a way to transfer it quickly, I need it urgently?",transfer_timing
Why is my card payment pending?,pending_card_payment
why was my payment reverted on the app,reverted_card_payment?
Verify top-up card help?,verify_top_up
I've been trying to do a transfer multiple times and have failed? Is the system down?,failed_transfer
I purchased something about one to two weeks ago but for some reason the payment was returned to my account today even though I've already received one of the items. Can you tell me what's going on?,reverted_card_payment?
Do you have any top-up limits?,top_up_limits
I would like to receive instructions showing the verification process for top up cards..,verify_top_up
"I put money in my account a week ago but its still not there, what is happening?",balance_not_updated_after_cheque_or_cash_deposit
"I checked my statement and saw a charge of one pound, where is this charge coming from?",extra_charge_on_statement
Why can't I take cash out of the ATM?,declined_cash_withdrawal
Why can't I get cash out?,declined_cash_withdrawal
